Dosage,DosageFreq,Formulation_ Liquid,Formulation_Capsule ,Formulation_Cream,Formulation_Eyedrop,Formulation_Inhaler,Formulation_Liquid,Formulation_Ointment,Formulation_Other,Formulation_Others,Formulation_Spray,Formulation_Tablet,Brand_Names_,Drug_Name_
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
0,1,0,0,0,0,0,0,0,0,0,1,0,Vusion,Miconazole
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
0,1,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Veramyst,Fluticasone
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Ortikos,Budesonide
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Pulmicort,Budesonide
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Samson 8,Ibuprofen
0,3,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tact,Diphenhydramine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Calagel,Diphenhydramine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Pediaclear Cough,Diphenhydramine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,2,0,0,0,0,0,0,0,0,0,1,0,Critic-Aid Clear,Miconazole
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Genpril,Ibuprofen
0,3,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
0,3,0,0,0,0,0,0,1,0,0,0,0,Veripred,Prednisolone
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Ibuprohm,Ibuprofen
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Trelegy,Fluticasone
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Noritate,Metronidazole
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
0,3,0,0,0,0,0,0,0,0,0,1,0,Inzo,Miconazole
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,2,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Airsupra,Budesonide
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Vicoprofen,Ibuprofen
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,1,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Clarispray,Fluticasone
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Benadryl-D Allergy and Sinus,Diphenhydramine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Advair,Fluticasone
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,2,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0,1,0,0,0,0,0,0,0,0,0,1,0,Conazol Miconazole,Miconazole
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Uceris,Budesonide
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,2,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Armonair,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
0,2,0,0,0,0,0,0,0,0,0,1,0,DermaFungal,Miconazole
0,1,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred Mild,Prednisolone
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Benadryl Itch Stopping,Diphenhydramine
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Advair,Fluticasone
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Rosadan,Metronidazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,0,0,0,0,0,0,1,0,Tineacide Antifungal Reformulated Jun 2013,Miconazole
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,1,0,0,0,0,0,0,1,0,0,0,0,Veripred,Prednisolone
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,3,0,0,0,0,0,0,0,1,0,0,0,Motazol,Clotrimazole
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Dermamycin,Diphenhydramine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Rash Relief Antifungal,Miconazole
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Z-Sleep,Diphenhydramine
0,2,0,0,0,0,0,0,0,0,0,1,0,Inzo,Miconazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Armonair,Fluticasone
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Amoxi Drop,Amoxicillin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
0,1,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
0,3,0,0,0,0,0,0,1,0,0,0,0,Temaril-P,Prednisolone
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Uceris,Budesonide
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Counteract IB,Ibuprofen
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Ibu,Ibuprofen
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Pulmicort,Budesonide
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Xylon,Ibuprofen
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,0,0,0,1,0,Ting AF,Miconazole
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Duexis,Ibuprofen
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl Allergy,Diphenhydramine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
0,3,0,0,0,0,0,0,0,0,0,1,0,Baza,Miconazole
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Kids-Eeze Allergy,Diphenhydramine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Fluticare,Fluticasone
0,1,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
0,2,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
0,3,0,0,0,0,0,0,0,0,0,1,0,Conazol Miconazole,Miconazole
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,1,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,3,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Neoprofen,Ibuprofen
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Flonase,Fluticasone
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Sleepinal,Diphenhydramine
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Sominex,Diphenhydramine
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,0,0,0,0,1,0,0,0,LoZatom,Clotrimazole
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,2,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,2,0,0,0,0,0,0,0,0,0,1,0,Vagistat,Miconazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Pulmicort,Budesonide
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Breo,Fluticasone
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Wal-itin,Loratadine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,The Itch Eraser,Diphenhydramine
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Amoxi-tabs,Amoxicillin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
0,2,0,0,0,0,0,0,0,1,0,0,0,Mometazole,Clotrimazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,3,0,0,0,0,0,0,0,0,0,1,0,Baza,Miconazole
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
0,3,0,0,0,0,0,0,0,0,0,1,0,Aloe Vesta Antifungal,Miconazole
0,2,0,0,0,0,0,0,0,0,0,1,0,DermaFungal,Miconazole
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Airsupra,Salbutamol
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Banophen,Diphenhydramine
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Unisom with Pain Relief,Diphenhydramine
0,2,0,0,0,0,0,0,0,0,0,1,0,Conazol Miconazole,Miconazole
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,0,0,0,0,1,0,0,0,Aardora Anti-Fungal Maximum Strength,Clotrimazole
0,1,0,0,0,0,0,0,1,0,0,0,0,Temaril-P,Prednisolone
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Diphenhist,Diphenhydramine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Armonair,Fluticasone
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,AirDuo,Fluticasone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,0,1,0,0,0,Lotrisone,Clotrimazole
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,2,0,0,0,0,0,0,0,0,0,1,0,Baza,Miconazole
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Twilite,Diphenhydramine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
0,2,0,0,0,0,0,0,0,0,0,1,0,VetraSeb,Miconazole
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
0,2,0,0,0,0,0,0,0,1,0,0,0,Otomax,Clotrimazole
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
